data,produto_id,categoria,vendas_qtd,estoque_qtd,preco_unitario,promocao
2023-02-19,PROD_8,Bebida,9,155,24.2,0
2023-02-19,PROD_9,Bebida,17,153,22.77,1
2023-02-19,PROD_10,Bebida,11,101,22.99,0
2023-02-20,PROD_1,Bebida,10,75,10.75,0
2023-02-20,PROD_2,Higiene,11,103,6.67,0
2023-02-20,PROD_3,Alimento,13,171,12.44,0
2023-02-20,PROD_4,Bebida,8,127,18.11,0
2023-02-20,PROD_5,Higiene,9,157,15.25,0
2023-02-20,PROD_6,Bebida,17,68,21.64,1
2023-02-20,PROD_7,Higiene,9,92,7.29,0
2023-02-20,PROD_8,Higiene,24,57,14.71,1
2023-02-20,PROD_9,Alimento,7,130,20.12,0
2023-02-20,PROD_10,Higiene,13,186,7.0,0
2023-02-21,PROD_1,Higiene,9,153,21.46,0
2023-02-21,PROD_2,Higiene,5,170,21.73,0
2023-02-21,PROD_3,Bebida,30,138,12.16,1
2023-02-21,PROD_4,Bebida,9,148,19.86,0
2023-02-21,PROD_5,Alimento,9,165,23.94,0
2023-02-21,PROD_6,Higiene,9,50,11.81,0
2023-02-21,PROD_7,Higiene,13,90,7.62,1
2023-02-21,PROD_8,Higiene,11,198,4.34,0
2023-02-21,PROD_9,Higiene,8,96,14.61,0
2023-02-21,PROD_10,Higiene,19,72,22.93,1
2023-02-22,PROD_1,Bebida,7,90,13.74,0
2023-02-22,PROD_2,Alimento,9,178,9.86,0
2023-02-22,PROD_3,Bebida,25,73,12.3,1
2023-02-22,PROD_4,Higiene,20,165,11.08,1
2023-02-22,PROD_5,Higiene,6,106,12.64,0
2023-02-22,PROD_6,Bebida,9,184,16.19,0
2023-02-22,PROD_7,Higiene,9,135,7.88,0
2023-02-22,PROD_8,Bebida,16,190,19.18,1
2023-02-22,PROD_9,Alimento,8,175,12.59,0
2023-02-22,PROD_10,Alimento,19,71,10.74,1
2023-02-23,PROD_1,Higiene,12,80,11.95,0
2023-02-23,PROD_2,Higiene,8,188,19.71,0
2023-02-23,PROD_3,Higiene,9,160,17.01,0
2023-02-23,PROD_4,Bebida,5,100,18.86,0
2023-02-23,PROD_5,Bebida,25,145,11.44,1
2023-02-23,PROD_6,Higiene,14,175,5.61,1
2023-02-23,PROD_7,Higiene,3,119,10.91,0
2023-02-23,PROD_8,Bebida,23,114,10.72,1
2023-02-23,PROD_9,Bebida,10,195,10.21,0
2023-02-23,PROD_10,Higiene,6,82,3.85,0
2023-02-24,PROD_1,Alimento,7,132,24.36,0
2023-02-24,PROD_2,Alimento,10,76,18.68,0
2023-02-24,PROD_3,Higiene,17,92,13.87,0
2023-02-24,PROD_4,Higiene,8,169,22.1,0
2023-02-24,PROD_5,Alimento,4,168,21.05,0
2023-02-24,PROD_6,Bebida,27,121,15.79,1
2023-02-24,PROD_7,Alimento,8,76,4.61,0
2023-02-24,PROD_8,Bebida,19,118,12.35,1
2023-02-24,PROD_9,Higiene,8,68,4.97,0
2023-02-24,PROD_10,Higiene,7,82,18.07,0
2023-02-25,PROD_1,Higiene,11,196,17.3,0
2023-02-25,PROD_2,Higiene,16,185,20.38,0
2023-02-25,PROD_3,Higiene,5,131,4.95,0
2023-02-25,PROD_4,Bebida,8,180,18.65,0
2023-02-25,PROD_5,Bebida,8,123,7.91,0
2023-02-25,PROD_6,Bebida,11,69,18.33,0
2023-02-25,PROD_7,Higiene,11,160,9.89,0
2023-02-25,PROD_8,Higiene,12,76,15.4,0
2023-02-25,PROD_9,Higiene,11,149,18.03,0
2023-02-25,PROD_10,Alimento,6,59,8.86,0
2023-02-26,PROD_1,Alimento,16,71,16.66,0
2023-02-26,PROD_2,Bebida,9,186,16.94,0
2023-02-26,PROD_3,Alimento,19,155,13.18,1
2023-02-26,PROD_4,Alimento,12,76,19.4,0
2023-02-26,PROD_5,Alimento,9,142,12.82,0
2023-02-26,PROD_6,Alimento,10,88,14.52,0
2023-02-26,PROD_7,Alimento,23,112,7.78,1
2023-02-26,PROD_8,Alimento,9,111,11.15,0
2023-02-26,PROD_9,Alimento,5,187,16.54,0
2023-02-26,PROD_10,Alimento,10,180,22.53,0
2023-02-27,PROD_1,Higiene,12,122,16.76,0
2023-02-27,PROD_2,Higiene,8,146,7.93,0
2023-02-27,PROD_3,Alimento,13,107,22.75,0
2023-02-27,PROD_4,Alimento,9,156,8.84,0
2023-02-27,PROD_5,Higiene,13,188,23.63,0
2023-02-27,PROD_6,Alimento,11,156,16.38,0
2023-02-27,PROD_7,Higiene,19,178,14.06,1
2023-02-27,PROD_8,Alimento,10,141,23.37,0
2023-02-27,PROD_9,Bebida,25,84,17.78,1
2023-02-27,PROD_10,Alimento,16,72,20.83,0
2023-02-28,PROD_1,Alimento,13,104,8.98,0
2023-02-28,PROD_2,Bebida,8,88,23.99,0
2023-02-28,PROD_3,Alimento,15,158,8.48,0
2023-02-28,PROD_4,Alimento,12,78,14.32,0
2023-02-28,PROD_5,Bebida,12,161,13.37,0
2023-02-28,PROD_6,Higiene,12,199,6.03,0
2023-02-28,PROD_7,Higiene,9,171,15.14,0
2023-02-28,PROD_8,Higiene,7,77,11.12,0
2023-02-28,PROD_9,Bebida,7,167,10.19,0
2023-02-28,PROD_10,Alimento,22,82,8.22,1
2023-03-01,PROD_1,Bebida,12,147,12.72,0
2023-03-01,PROD_2,Higiene,22,97,12.36,1
2023-03-01,PROD_3,Higiene,8,75,16.52,0
2023-03-01,PROD_4,Alimento,13,74,14.51,0
2023-03-01,PROD_5,Alimento,14,75,17.97,0
2023-03-01,PROD_6,Bebida,12,114,8.95,0
2023-03-01,PROD_7,Bebida,16,167,13.5,1
2023-03-01,PROD_8,Bebida,7,64,20.52,0
2023-03-01,PROD_9,Bebida,9,177,13.53,0
2023-03-01,PROD_10,Bebida,14,153,7.87,0
2023-03-02,PROD_1,Bebida,11,115,24.31,0
2023-03-02,PROD_2,Higiene,12,89,14.54,1
2023-03-02,PROD_3,Bebida,10,171,4.98,0
2023-03-02,PROD_4,Alimento,18,98,11.02,1
2023-03-02,PROD_5,Higiene,5,97,11.52,0
2023-03-02,PROD_6,Bebida,11,111,4.93,0
2023-03-02,PROD_7,Bebida,6,93,20.76,0
2023-03-02,PROD_8,Higiene,7,194,19.46,0
2023-03-02,PROD_9,Alimento,9,111,9.05,0
2023-03-02,PROD_10,Higiene,12,57,6.86,0
2023-03-03,PROD_1,Bebida,12,51,16.15,0
2023-03-03,PROD_2,Alimento,9,110,6.37,0
2023-03-03,PROD_3,Alimento,7,62,10.48,0
2023-03-03,PROD_4,Higiene,25,168,17.58,1
2023-03-03,PROD_5,Alimento,12,77,7.54,0
2023-03-03,PROD_6,Higiene,8,145,8.17,0
2023-03-03,PROD_7,Bebida,15,153,8.73,0
2023-03-03,PROD_8,Alimento,12,174,17.84,0
2023-03-03,PROD_9,Bebida,12,158,4.95,0
2023-03-03,PROD_10,Bebida,8,84,13.52,0
2023-03-04,PROD_1,Bebida,13,97,3.98,0
2023-03-04,PROD_2,Higiene,12,148,10.21,0
2023-03-04,PROD_3,Alimento,9,117,23.68,0
2023-03-04,PROD_4,Alimento,9,69,24.8,0
2023-03-04,PROD_5,Alimento,18,77,15.74,1
2023-03-04,PROD_6,Bebida,11,63,14.85,0
2023-03-04,PROD_7,Higiene,12,169,4.65,0
2023-03-04,PROD_8,Higiene,10,138,23.75,0
2023-03-04,PROD_9,Alimento,6,53,17.45,0
2023-03-04,PROD_10,Alimento,4,168,12.4,0
2023-03-05,PROD_1,Higiene,9,180,7.19,0
2023-03-05,PROD_2,Alimento,26,115,17.24,1
2023-03-05,PROD_3,Alimento,11,199,23.31,0
2023-03-05,PROD_4,Alimento,11,111,18.61,0
2023-03-05,PROD_5,Alimento,9,122,16.33,0
2023-03-05,PROD_6,Higiene,15,168,24.94,0
2023-03-05,PROD_7,Alimento,24,173,16.81,1
2023-03-05,PROD_8,Alimento,29,60,4.94,1
2023-03-05,PROD_9,Alimento,6,99,20.47,0
2023-03-05,PROD_10,Higiene,6,180,9.27,0
2023-03-06,PROD_1,Higiene,5,153,24.68,0
2023-03-06,PROD_2,Alimento,7,187,7.96,0
2023-03-06,PROD_3,Higiene,12,150,9.01,0
2023-03-06,PROD_4,Alimento,24,137,7.16,1
2023-03-06,PROD_5,Higiene,10,95,6.83,0
2023-03-06,PROD_6,Bebida,11,148,20.78,0
2023-03-06,PROD_7,Bebida,14,106,3.57,0
2023-03-06,PROD_8,Alimento,9,138,18.88,0
2023-03-06,PROD_9,Bebida,8,62,15.85,0
2023-03-06,PROD_10,Alimento,18,131,24.77,1
2023-03-07,PROD_1,Higiene,11,120,13.62,0
2023-03-07,PROD_2,Alimento,6,138,6.02,0
2023-03-07,PROD_3,Alimento,26,183,14.55,1
2023-03-07,PROD_4,Bebida,10,181,15.71,0
2023-03-07,PROD_5,Alimento,23,169,24.36,1
2023-03-07,PROD_6,Alimento,7,199,7.48,0
2023-03-07,PROD_7,Higiene,10,55,16.48,0
2023-03-07,PROD_8,Alimento,9,108,11.55,0
2023-03-07,PROD_9,Higiene,6,80,21.67,0
2023-03-07,PROD_10,Alimento,16,62,8.19,1
2023-03-08,PROD_1,Bebida,7,178,16.9,0
2023-03-08,PROD_2,Alimento,7,62,11.05,0
2023-03-08,PROD_3,Higiene,13,51,13.56,0
2023-03-08,PROD_4,Alimento,9,131,19.85,0
2023-03-08,PROD_5,Alimento,7,165,7.17,0
2023-03-08,PROD_6,Bebida,13,177,17.91,0
2023-03-08,PROD_7,Higiene,9,50,4.25,0
2023-03-08,PROD_8,Alimento,7,189,20.61,0
2023-03-08,PROD_9,Bebida,11,61,19.08,0
2023-03-08,PROD_10,Higiene,18,144,11.66,1
2023-03-09,PROD_1,Bebida,12,105,20.11,0
2023-03-09,PROD_2,Higiene,10,164,11.83,0
2023-03-09,PROD_3,Higiene,16,66,10.92,0
2023-03-09,PROD_4,Higiene,8,86,17.55,0
2023-03-09,PROD_5,Higiene,8,107,22.52,0
2023-03-09,PROD_6,Alimento,10,132,13.3,0
2023-03-09,PROD_7,Higiene,4,178,10.21,0
2023-03-09,PROD_8,Alimento,29,186,5.41,1
2023-03-09,PROD_9,Alimento,8,74,8.66,0
2023-03-09,PROD_10,Bebida,15,153,23.13,0
2023-03-10,PROD_1,Bebida,11,154,15.92,1
2023-03-10,PROD_2,Alimento,9,133,17.77,0
2023-03-10,PROD_3,Bebida,8,138,19.79,0
2023-03-10,PROD_4,Higiene,21,165,19.19,1
2023-03-10,PROD_5,Bebida,10,192,6.08,0
2023-03-10,PROD_6,Alimento,12,170,23.92,0
2023-03-10,PROD_7,Higiene,3,140,11.89,0
2023-03-10,PROD_8,Bebida,21,89,23.53,1
2023-03-10,PROD_9,Bebida,13,104,12.09,0
2023-03-10,PROD_10,Higiene,11,108,11.27,0
2023-03-11,PROD_1,Bebida,10,139,16.29,0
2023-03-11,PROD_2,Alimento,11,171,20.47,0
2023-03-11,PROD_3,Alimento,13,80,20.56,0
2023-03-11,PROD_4,Alimento,10,160,4.63,0
2023-03-11,PROD_5,Alimento,12,148,15.85,0
2023-03-11,PROD_6,Bebida,13,139,11.04,0
2023-03-11,PROD_7,Alimento,18,159,6.85,1
2023-03-11,PROD_8,Higiene,11,62,7.43,0
2023-03-11,PROD_9,Alimento,16,107,13.37,0
2023-03-11,PROD_10,Higiene,9,195,18.2,0
2023-03-12,PROD_1,Bebida,25,93,10.64,1
2023-03-12,PROD_2,Bebida,16,130,6.0,0
2023-03-12,PROD_3,Higiene,3,174,17.44,0
2023-03-12,PROD_4,Higiene,5,190,11.53,0
2023-03-12,PROD_5,Bebida,8,117,14.93,0
2023-03-12,PROD_6,Bebida,15,139,15.46,0
2023-03-12,PROD_7,Alimento,21,73,7.12,1
2023-03-12,PROD_8,Bebida,8,120,24.33,0
2023-03-12,PROD_9,Bebida,22,79,23.59,1
2023-03-12,PROD_10,Higiene,12,109,19.68,0
2023-03-13,PROD_1,Higiene,22,171,13.04,1
2023-03-13,PROD_2,Alimento,13,155,8.6,0
2023-03-13,PROD_3,Bebida,10,55,21.65,0
2023-03-13,PROD_4,Higiene,8,194,10.49,0
2023-03-13,PROD_5,Higiene,7,84,18.48,0
2023-03-13,PROD_6,Bebida,13,52,23.86,0
2023-03-13,PROD_7,Bebida,10,122,24.95,0
2023-03-13,PROD_8,Higiene,7,79,7.4,0
2023-03-13,PROD_9,Bebida,11,123,20.19,0
2023-03-13,PROD_10,Bebida,9,74,22.81,0
2023-03-14,PROD_1,Alimento,6,60,17.73,0
2023-03-14,PROD_2,Alimento,17,175,21.35,1
2023-03-14,PROD_3,Bebida,19,124,22.17,1
2023-03-14,PROD_4,Higiene,8,91,12.53,0
2023-03-14,PROD_5,Alimento,8,121,16.15,0
2023-03-14,PROD_6,Alimento,10,61,22.94,0
2023-03-14,PROD_7,Bebida,7,85,12.33,0
2023-03-14,PROD_8,Higiene,13,142,21.07,1
2023-03-14,PROD_9,Higiene,8,120,16.97,0
2023-03-14,PROD_10,Alimento,9,68,4.6,0
2023-03-15,PROD_1,Higiene,8,78,8.15,0
2023-03-15,PROD_2,Alimento,9,65,6.71,0
2023-03-15,PROD_3,Alimento,21,83,7.18,1
2023-03-15,PROD_4,Higiene,15,196,7.66,0
2023-03-15,PROD_5,Higiene,24,81,17.43,1
2023-03-15,PROD_6,Higiene,6,71,21.22,0
2023-03-15,PROD_7,Alimento,12,132,17.93,0
2023-03-15,PROD_8,Bebida,9,109,24.68,0
2023-03-15,PROD_9,Alimento,11,156,17.81,0
2023-03-15,PROD_10,Bebida,5,160,9.5,0
2023-03-16,PROD_1,Higiene,8,155,21.1,0
2023-03-16,PROD_2,Alimento,10,89,20.52,0
2023-03-16,PROD_3,Higiene,14,76,5.51,1
2023-03-16,PROD_4,Higiene,12,79,16.28,0
2023-03-16,PROD_5,Alimento,16,154,11.63,0
2023-03-16,PROD_6,Alimento,11,156,17.52,0
2023-03-16,PROD_7,Alimento,15,61,5.94,1
2023-03-16,PROD_8,Higiene,7,109,10.64,0
2023-03-16,PROD_9,Higiene,12,179,20.22,0
2023-03-16,PROD_10,Bebida,21,73,17.77,1
2023-03-17,PROD_1,Bebida,14,177,11.3,0
2023-03-17,PROD_2,Alimento,12,149,22.05,0
2023-03-17,PROD_3,Bebida,11,158,16.52,0
2023-03-17,PROD_4,Higiene,12,189,9.35,0
2023-03-17,PROD_5,Alimento,10,81,10.46,0
2023-03-17,PROD_6,Alimento,19,54,20.99,1
2023-03-17,PROD_7,Alimento,12,128,5.72,0
2023-03-17,PROD_8,Alimento,8,159,22.66,0
2023-03-17,PROD_9,Higiene,11,119,3.78,0
2023-03-17,PROD_10,Higiene,7,178,20.96,0
2023-03-18,PROD_1,Bebida,9,65,10.27,0
2023-03-18,PROD_2,Bebida,13,160,24.9,0
2023-03-18,PROD_3,Bebida,14,161,10.34,0
2023-03-18,PROD_4,Alimento,6,158,6.36,0
2023-03-18,PROD_5,Bebida,13,190,9.02,1
2023-03-18,PROD_6,Alimento,9,135,4.05,0
2023-03-18,PROD_7,Alimento,10,164,8.5,0
2023-03-18,PROD_8,Bebida,10,88,13.79,0
2023-03-18,PROD_9,Alimento,4,91,24.47,0
2023-03-18,PROD_10,Bebida,10,165,21.13,0
2023-03-19,PROD_1,Alimento,11,169,10.12,0
2023-03-19,PROD_2,Higiene,24,100,5.1,1
2023-03-19,PROD_3,Bebida,8,138,23.09,0
2023-03-19,PROD_4,Higiene,16,171,21.41,0
2023-03-19,PROD_5,Higiene,16,77,12.36,1
2023-03-19,PROD_6,Alimento,13,146,15.96,0
2023-03-19,PROD_7,Bebida,9,142,14.38,0
2023-03-19,PROD_8,Bebida,25,96,22.26,0
2023-03-19,PROD_9,Bebida,9,56,16.75,0
2023-03-19,PROD_10,Higiene,15,184,17.45,1
2023-03-20,PROD_1,Bebida,14,53,14.79,0
2023-03-20,PROD_2,Higiene,4,84,19.29,0
2023-03-20,PROD_3,Alimento,8,92,6.0,0
2023-03-20,PROD_4,Higiene,19,65,15.67,1
2023-03-20,PROD_5,Higiene,18,88,15.5,1
2023-03-20,PROD_6,Alimento,11,71,23.7,0
2023-03-20,PROD_7,Higiene,13,50,13.75,0
2023-03-20,PROD_8,Higiene,18,93,10.45,1
2023-03-20,PROD_9,Bebida,10,150,4.37,0
2023-03-20,PROD_10,Higiene,22,198,3.73,1
2023-03-21,PROD_1,Alimento,11,51,3.78,0
2023-03-21,PROD_2,Alimento,15,157,17.35,0
2023-03-21,PROD_3,Alimento,25,162,4.54,1
2023-03-21,PROD_4,Alimento,10,134,14.33,0
2023-03-21,PROD_5,Alimento,20,168,12.4,1
2023-03-21,PROD_6,Higiene,13,123,13.78,0
2023-03-21,PROD_7,Higiene,11,180,15.17,0
2023-03-21,PROD_8,Higiene,9,160,7.47,0
2023-03-21,PROD_9,Alimento,26,171,21.88,1
2023-03-21,PROD_10,Higiene,4,136,6.62,0
2023-03-22,PROD_1,Alimento,16,120,14.69,1
2023-03-22,PROD_2,Bebida,7,50,5.61,0
2023-03-22,PROD_3,Alimento,9,99,10.6,0
2023-03-22,PROD_4,Higiene,6,170,7.15,0
2023-03-22,PROD_5,Higiene,12,190,4.77,0
2023-03-22,PROD_6,Alimento,12,141,5.46,0
2023-03-22,PROD_7,Alimento,10,117,17.3,0
2023-03-22,PROD_8,Alimento,17,73,7.31,0
2023-03-22,PROD_9,Bebida,7,167,10.28,0
2023-03-22,PROD_10,Higiene,11,112,16.78,0
2023-03-23,PROD_1,Higiene,11,196,20.31,0
2023-03-23,PROD_2,Alimento,7,100,24.84,0
2023-03-23,PROD_3,Higiene,13,82,19.4,0
2023-03-23,PROD_4,Alimento,26,148,21.4,1
2023-03-23,PROD_5,Alimento,10,136,6.51,0
2023-03-23,PROD_6,Alimento,11,95,15.72,0
2023-03-23,PROD_7,Bebida,11,134,3.74,0
2023-03-23,PROD_8,Bebida,9,156,24.82,0
2023-03-23,PROD_9,Alimento,11,198,12.5,0
2023-03-23,PROD_10,Alimento,11,164,13.64,0
2023-03-24,PROD_1,Alimento,10,140,21.29,0
2023-03-24,PROD_2,Alimento,11,139,9.11,0
2023-03-24,PROD_3,Bebida,9,166,14.53,0
2023-03-24,PROD_4,Higiene,7,90,4.81,0
2023-03-24,PROD_5,Alimento,12,191,14.17,0
2023-03-24,PROD_6,Alimento,11,68,5.75,0
2023-03-24,PROD_7,Higiene,9,50,16.95,0
2023-03-24,PROD_8,Bebida,14,138,7.72,0
2023-03-24,PROD_9,Bebida,13,122,10.3,0
2023-03-24,PROD_10,Alimento,8,195,15.8,0
2023-03-25,PROD_1,Alimento,11,145,10.09,0
2023-03-25,PROD_2,Higiene,12,67,21.38,0
2023-03-25,PROD_3,Alimento,13,58,9.59,0
2023-03-25,PROD_4,Higiene,8,170,10.14,0
2023-03-25,PROD_5,Bebida,11,51,22.55,0
2023-03-25,PROD_6,Alimento,12,154,21.05,0
2023-03-25,PROD_7,Higiene,7,91,22.41,0
2023-03-25,PROD_8,Bebida,12,122,21.97,0
2023-03-25,PROD_9,Higiene,9,89,19.84,0
2023-03-25,PROD_10,Higiene,9,138,20.78,0
2023-03-26,PROD_1,Higiene,3,62,6.77,0
2023-03-26,PROD_2,Alimento,12,148,12.71,0
2023-03-26,PROD_3,Alimento,12,108,12.69,0
2023-03-26,PROD_4,Higiene,15,154,3.65,0
2023-03-26,PROD_5,Alimento,9,193,11.46,0
2023-03-26,PROD_6,Higiene,7,132,13.95,0
2023-03-26,PROD_7,Higiene,13,195,22.32,0
2023-03-26,PROD_8,Bebida,8,124,23.82,0
2023-03-26,PROD_9,Alimento,8,127,14.48,0
2023-03-26,PROD_10,Bebida,12,108,13.08,0
2023-03-27,PROD_1,Alimento,17,186,20.96,1
2023-03-27,PROD_2,Alimento,5,84,24.71,0
2023-03-27,PROD_3,Bebida,10,136,22.27,0
2023-03-27,PROD_4,Bebida,21,176,7.12,1
2023-03-27,PROD_5,Alimento,16,63,13.76,0
2023-03-27,PROD_6,Alimento,9,73,17.93,0
2023-03-27,PROD_7,Higiene,8,128,6.49,0
2023-03-27,PROD_8,Alimento,11,180,24.17,0
2023-03-27,PROD_9,Higiene,27,83,17.04,1
2023-03-27,PROD_10,Alimento,8,87,11.44,0
2023-03-28,PROD_1,Higiene,10,138,4.86,0
2023-03-28,PROD_2,Bebida,9,84,16.3,0
2023-03-28,PROD_3,Higiene,22,129,22.74,1
2023-03-28,PROD_4,Alimento,10,183,9.02,0
2023-03-28,PROD_5,Alimento,17,100,10.2,1
2023-03-28,PROD_6,Bebida,9,58,4.68,0
2023-03-28,PROD_7,Bebida,8,159,15.41,0
2023-03-28,PROD_8,Bebida,7,181,22.34,0
2023-03-28,PROD_9,Higiene,9,77,14.52,0
2023-03-28,PROD_10,Alimento,15,83,8.54,0
2023-03-29,PROD_1,Bebida,13,88,4.66,0
2023-03-29,PROD_2,Higiene,24,79,21.02,1
2023-03-29,PROD_3,Bebida,7,98,20.23,0
2023-03-29,PROD_4,Alimento,12,125,21.94,0
2023-03-29,PROD_5,Alimento,17,177,24.01,0
2023-03-29,PROD_6,Bebida,10,148,4.97,0
2023-03-29,PROD_7,Higiene,12,80,11.31,0
2023-03-29,PROD_8,Alimento,15,168,10.8,0
2023-03-29,PROD_9,Bebida,15,101,6.16,0
2023-03-29,PROD_10,Higiene,6,70,22.09,0
2023-03-30,PROD_1,Bebida,14,129,21.98,0
2023-03-30,PROD_2,Alimento,20,72,5.98,1
2023-03-30,PROD_3,Alimento,10,127,24.59,0
2023-03-30,PROD_4,Higiene,12,130,13.08,0
2023-03-30,PROD_5,Alimento,12,107,14.32,0
2023-03-30,PROD_6,Alimento,9,184,5.38,0
2023-03-30,PROD_7,Bebida,23,104,9.11,1
2023-03-30,PROD_8,Alimento,18,84,11.93,1
2023-03-30,PROD_9,Higiene,11,184,16.99,0
2023-03-30,PROD_10,Bebida,11,198,21.14,0
2023-03-31,PROD_1,Alimento,7,100,11.72,0
2023-03-31,PROD_2,Alimento,12,77,17.32,0
2023-03-31,PROD_3,Higiene,13,85,7.89,0
2023-03-31,PROD_4,Higiene,7,123,14.62,0
2023-03-31,PROD_5,Alimento,5,137,19.09,0
2023-03-31,PROD_6,Higiene,6,130,6.66,0
2023-03-31,PROD_7,Bebida,11,134,5.9,0
2023-03-31,PROD_8,Higiene,21,67,15.25,1
2023-03-31,PROD_9,Alimento,11,63,19.17,0
2023-03-31,PROD_10,Alimento,17,169,19.84,0
2023-04-01,PROD_1,Alimento,8,68,15.95,0
2023-04-01,PROD_2,Alimento,12,131,5.37,0
2023-04-01,PROD_3,Bebida,15,125,21.33,0
2023-04-01,PROD_4,Higiene,9,148,20.95,0
2023-04-01,PROD_5,Alimento,11,149,24.69,0
2023-04-01,PROD_6,Higiene,19,59,20.81,1
2023-04-01,PROD_7,Higiene,11,183,4.84,0
2023-04-01,PROD_8,Alimento,12,139,17.15,0
2023-04-01,PROD_9,Bebida,5,51,16.32,0
2023-04-01,PROD_10,Bebida,15,62,12.68,0
2023-04-02,PROD_1,Higiene,12,97,16.79,0
2023-04-02,PROD_2,Bebida,10,95,3.52,0
2023-04-02,PROD_3,Alimento,11,183,16.41,0
2023-04-02,PROD_4,Higiene,11,120,14.19,0
2023-04-02,PROD_5,Higiene,7,150,15.44,0
2023-04-02,PROD_6,Higiene,15,171,20.2,1
2023-04-02,PROD_7,Higiene,5,66,19.41,0
2023-04-02,PROD_8,Higiene,8,59,14.64,0
2023-04-02,PROD_9,Alimento,7,171,23.5,0
2023-04-02,PROD_10,Alimento,13,152,5.68,0
2023-04-03,PROD_1,Bebida,9,181,16.41,0
2023-04-03,PROD_2,Higiene,6,55,16.03,0
2023-04-03,PROD_3,Higiene,11,122,7.63,0
2023-04-03,PROD_4,Higiene,6,161,12.27,0
2023-04-03,PROD_5,Alimento,9,135,7.49,0
2023-04-03,PROD_6,Bebida,10,87,15.5,0
2023-04-03,PROD_7,Bebida,12,59,4.29,0
2023-04-03,PROD_8,Alimento,6,88,17.96,0
2023-04-03,PROD_9,Alimento,4,145,13.9,0
2023-04-03,PROD_10,Alimento,10,106,21.68,0
2023-04-04,PROD_1,Higiene,14,82,4.63,1
2023-04-04,PROD_2,Alimento,9,84,21.65,0
2023-04-04,PROD_3,Alimento,11,121,22.01,0
2023-04-04,PROD_4,Higiene,14,89,5.79,0
2023-04-04,PROD_5,Higiene,22,72,14.62,1
2023-04-04,PROD_6,Alimento,5,185,9.2,0
2023-04-04,PROD_7,Bebida,6,132,7.2,0
2023-04-04,PROD_8,Alimento,21,125,10.88,1
2023-04-04,PROD_9,Higiene,10,51,22.98,0
2023-04-04,PROD_10,Higiene,14,122,3.73,0
2023-04-05,PROD_1,Higiene,22,192,12.24,1
2023-04-05,PROD_2,Bebida,24,192,7.84,1
2023-04-05,PROD_3,Alimento,10,75,7.46,0
2023-04-05,PROD_4,Higiene,19,172,23.8,1
2023-04-05,PROD_5,Alimento,9,102,7.88,0
2023-04-05,PROD_6,Bebida,9,146,10.33,0
2023-04-05,PROD_7,Bebida,15,105,5.36,0
2023-04-05,PROD_8,Bebida,15,158,6.1,1
2023-04-05,PROD_9,Higiene,16,82,18.05,0
2023-04-05,PROD_10,Bebida,8,100,8.13,0
2023-04-06,PROD_1,Higiene,28,85,7.87,1
2023-04-06,PROD_2,Alimento,13,110,24.5,0
2023-04-06,PROD_3,Alimento,10,154,21.79,0
2023-04-06,PROD_4,Bebida,6,77,16.25,0
2023-04-06,PROD_5,Alimento,8,145,8.41,0
2023-04-06,PROD_6,Bebida,14,98,11.13,0
2023-04-06,PROD_7,Alimento,4,117,10.79,0
2023-04-06,PROD_8,Alimento,12,160,14.35,0
2023-04-06,PROD_9,Bebida,12,160,24.55,0
2023-04-06,PROD_10,Alimento,16,162,18.92,0
2023-04-07,PROD_1,Bebida,20,104,5.29,1
2023-04-07,PROD_2,Alimento,14,133,4.15,0
2023-04-07,PROD_3,Higiene,20,86,4.67,1
2023-04-07,PROD_4,Higiene,7,149,21.94,0
2023-04-07,PROD_5,Higiene,16,166,18.88,1
2023-04-07,PROD_6,Bebida,20,171,10.65,1
2023-04-07,PROD_7,Alimento,5,127,13.4,0
2023-04-07,PROD_8,Higiene,6,89,7.46,0
2023-04-07,PROD_9,Higiene,13,127,12.71,0
2023-04-07,PROD_10,Bebida,7,106,16.6,0
2023-04-08,PROD_1,Higiene,18,197,22.72,0
2023-04-08,PROD_2,Alimento,17,106,15.27,1
2023-04-08,PROD_3,Higiene,11,116,9.5,0
2023-04-08,PROD_4,Higiene,4,158,19.2,0
2023-04-08,PROD_5,Alimento,12,166,22.2,0
2023-04-08,PROD_6,Alimento,30,91,15.77,1
2023-04-08,PROD_7,Higiene,9,66,24.16,0
2023-04-08,PROD_8,Bebida,31,88,8.08,1
2023-04-08,PROD_9,Alimento,10,100,12.22,0
2023-04-08,PROD_10,Alimento,5,66,5.73,0
2023-04-09,PROD_1,Higiene,20,158,21.81,1
2023-04-09,PROD_2,Higiene,7,96,20.91,0
2023-04-09,PROD_3,Higiene,7,161,6.59,0
2023-04-09,PROD_4,Higiene,14,131,24.29,0
2023-04-09,PROD_5,Alimento,12,195,22.16,0
2023-04-09,PROD_6,Higiene,11,84,6.33,0
2023-04-09,PROD_7,Bebida,8,199,15.33,0
2023-04-09,PROD_8,Bebida,7,137,9.24,0
2023-04-09,PROD_9,Bebida,12,173,6.49,0
2023-04-09,PROD_10,Higiene,9,171,24.46,0
2023-04-10,PROD_1,Alimento,9,94,20.41,0
2023-04-10,PROD_2,Bebida,14,150,19.4,0
2023-04-10,PROD_3,Higiene,4,194,13.4,0
2023-04-10,PROD_4,Alimento,6,66,16.84,0
2023-04-10,PROD_5,Bebida,12,70,9.33,0
